price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city
110700.0,2,1.0,680,8064,1.0,0,0,3,680,0,1941,1994,SeaTac
850000.0,4,3.5,2640,5900,2.0,0,2,3,2640,0,1937,1998,Seattle
350000.0,3,2.25,1640,7200,2.0,0,0,4,1640,0,1985,0,Bellevue
319950.0,4,1.75,2310,8045,1.0,0,0,4,1650,660,1976,1992,Renton
700000.0,3,1.75,2010,4905,1.0,0,0,5,1230,780,1912,0,Seattle
368000.0,2,1.5,1660,4680,1.0,0,0,5,830,830,1908,0,Seattle
433500.0,3,2.5,2200,3360,2.0,0,0,3,2200,0,2009,0,Seattle
611000.0,4,2.5,2460,4200,2.0,0,0,3,2460,0,1998,2006,Redmond
1000000.0,2,1.75,2430,23400,1.0,0,4,3,2430,0,1951,1994,Shoreline
307000.0,3,1.0,1370,7500,1.0,0,0,3,1370,0,1960,2012,Carnation
442500.0,3,1.75,1800,10200,1.0,0,0,3,1800,0,1967,2011,Renton
485000.0,3,1.75,2200,7706,2.0,0,2,3,2200,0,1908,1988,Des Moines
367000.0,2,1.0,700,2334,1.0,0,0,3,700,0,1945,2010,Seattle
429000.0,3,2.5,1920,15124,2.0,0,0,3,1920,0,1995,0,North Bend
446000.0,5,2.75,2190,12687,1.0,0,0,5,1370,820,1978,0,Kenmore
572500.0,3,2.25,2030,9791,1.0,0,0,4,1500,530,1984,0,Newcastle
477000.0,3,2.5,1350,2053,3.0,0,0,3,1350,0,2005,0,Seattle
518000.0,3,2.5,1680,2096,2.0,0,0,3,1380,300,2008,0,Seattle
462000.0,5,1.75,1250,10530,1.0,0,0,4,1250,0,1966,0,Bellevue
1190000.0,4,3.0,2240,6000,1.5,0,0,4,1270,970,1914,1945,Seattle
137000.0,3,1.0,950,7620,1.0,0,0,3,950,0,1954,2005,Seattle
530000.0,3,3.5,2320,3174,2.0,0,0,3,2060,260,1997,0,Kirkland
818000.0,2,2.5,2380,9374,1.0,0,2,3,2380,0,2011,0,Redmond
640000.0,2,2.25,1540,958,3.0,0,0,3,1540,0,2007,0,Seattle
298450.0,5,3.0,2100,9752,1.0,0,0,3,1200,900,2007,0,Federal Way
575000.0,4,2.5,2500,4945,2.0,0,0,3,2500,0,2013,1923,Snoqualmie
730000.0,4,2.5,3230,7331,2.0,0,0,3,3230,0,2004,2003,Sammamish
551000.0,3,2.5,2830,5802,2.0,0,0,3,2830,0,2001,0,Kenmore
271310.0,2,1.0,870,5340,1.5,0,0,2,870,0,1906,0,Seattle
675000.0,4,3.0,2690,28300,1.0,0,0,3,2690,0,1954,1999,Normandy Park
479000.0,3,2.5,1260,889,3.0,0,0,3,1260,0,2008,0,Seattle
520000.0,4,3.5,2680,10000,2.0,0,0,3,2040,640,1942,2014,Seattle
599950.0,3,2.5,2660,4975,2.0,0,0,3,2660,0,2014,0,Seattle
483945.0,2,1.75,1480,5120,1.0,0,0,4,840,640,1951,1999,Seattle
390000.0,4,2.25,1770,33132,1.0,0,0,4,1190,580,1965,0,Renton
192500.0,2,1.0,950,7692,1.0,0,0,3,950,0,1926,2003,Seattle
330000.0,2,1.0,860,8308,1.0,0,0,4,860,0,1948,0,Seattle
250000.0,4,2.0,1960,7560,1.0,0,0,5,1160,800,1978,0,Kent
243000.0,2,1.0,1770,5522,1.5,0,0,4,960,810,1943,0,Seattle
575000.0,4,1.75,1280,6060,1.0,0,0,3,860,420,1926,2003,Seattle
639000.0,4,2.5,2150,12028,2.0,0,0,4,2150,0,1982,2011,Redmond
710000.0,2,1.0,1790,4000,1.0,0,0,4,1040,750,1923,0,Seattle
675000.0,3,2.25,1990,10260,2.0,0,0,4,1990,0,1987,0,Redmond
405000.0,5,2.5,2430,4781,2.0,0,0,3,2430,0,2001,0,Renton
615000.0,4,2.75,2820,13193,1.0,0,0,3,1860,960,1965,1993,Bellevue
490000.0,3,1.0,1910,8190,1.0,0,0,4,1010,900,1946,1989,Seattle
467000.0,3,2.25,1270,1213,2.0,0,0,3,1040,230,2005,0,Seattle
480000.0,4,2.75,2050,3960,1.0,0,0,4,1180,870,1986,0,Seattle
755000.0,6,2.0,2150,4505,1.0,0,0,3,1270,880,1952,2008,Seattle
760000.0,4,1.75,2450,13300,1.0,0,2,4,1630,820,1987,0,Bellevue
387000.0,2,2.25,1230,1280,2.0,0,0,3,960,270,2012,1912,Seattle
925000.0,4,2.25,2260,41984,1.0,0,0,4,2260,0,1967,0,Kirkland
415000.0,2,1.0,1050,60113,1.0,0,0,4,1050,0,1943,0,Auburn
263000.0,3,1.75,1570,7775,2.0,0,0,3,1570,0,1982,0,Kent
519900.0,4,2.0,1820,9350,1.0,0,0,4,1820,0,1967,0,Redmond
570000.0,2,1.75,1540,4025,1.0,0,0,4,1190,350,1908,0,Seattle
450000.0,3,1.5,2060,44866,1.0,0,0,3,2060,0,1953,0,Woodinville
1300000.0,4,3.5,4380,74052,1.0,0,0,3,4380,0,2001,0,Redmond
300000.0,3,1.0,1090,9900,1.0,0,0,4,1090,0,1955,2009,Redmond
320000.0,3,1.75,1480,7225,1.0,0,0,4,1480,0,1965,0,Renton
387500.0,4,1.0,1320,4440,1.5,0,0,3,1320,0,1929,0,Seattle
458000.0,1,2.25,2140,10350,1.0,0,0,3,1470,670,1976,0,Woodinville
1212500.0,4,3.5,4560,16643,1.0,0,3,3,2230,2330,1995,0,Bellevue
380000.0,4,3.0,2800,9764,2.0,0,0,3,2800,0,2002,0,Maple Valley
200000.0,3,1.0,1050,5000,1.0,0,0,4,1050,0,1967,0,Renton
385000.0,3,1.5,1490,9630,1.0,0,0,4,1490,0,1959,0,Kenmore
396675.0,2,1.0,1730,6375,2.0,0,0,4,1730,0,1945,0,Seattle
452000.0,4,1.0,1210,3760,1.5,0,0,3,1210,0,1900,2005,Seattle
426000.0,4,2.5,2800,8494,2.0,0,0,3,2800,0,2004,2003,Maple Valley
792000.0,3,1.5,1570,1050,2.0,0,0,3,1570,0,1915,0,Seattle
315000.0,3,2.25,1400,31626,1.0,0,0,2,1140,260,1987,0,Auburn
1275000.0,4,2.0,2850,7861,1.0,0,4,4,1450,1400,1970,0,Seattle
326000.0,6,3.0,1880,7200,1.0,0,0,4,1880,0,1966,0,Renton
268500.0,2,1.0,790,8424,1.0,0,0,4,790,0,1953,1983,Shoreline
440000.0,2,1.75,1300,4000,2.0,0,0,3,1300,0,1948,1994,Seattle
300000.0,3,1.0,2120,7735,1.0,0,0,4,1060,1060,1967,0,Renton
525000.0,3,1.5,1540,4773,2.0,0,0,3,1540,0,1941,2009,Seattle
978000.0,4,2.75,2620,13777,1.5,0,2,4,1720,900,1926,1993,Seattle
1125000.0,6,3.0,2880,3192,2.0,0,0,4,2180,700,1919,1985,Seattle
700000.0,4,1.0,1680,4021,1.5,0,0,3,1680,0,1921,2000,Seattle
315000.0,2,1.0,790,6969,1.0,0,0,3,790,0,1955,1984,Redmond
309000.0,3,1.0,1092,7500,1.5,0,0,3,1092,0,1918,0,Seattle
219950.0,3,1.5,1650,9936,1.0,0,0,3,1090,560,1967,2011,Federal Way
289000.0,3,2.5,2090,4700,2.0,0,0,3,2090,0,2002,0,Covington
210000.0,4,1.75,2180,28710,1.0,0,0,3,1180,1000,1950,2005,SeaTac
260000.0,4,2.5,1990,6671,2.0,0,0,3,1990,0,1989,0,Federal Way
699000.0,4,2.5,2650,7945,2.0,0,0,3,2650,0,2006,0,Seattle
1800000.0,4,3.5,4460,16953,1.0,0,0,3,2550,1910,1962,1994,Medina
299950.0,3,1.0,910,8000,1.0,0,0,4,740,170,1950,1983,Shoreline
749950.0,3,2.5,2770,10773,2.0,0,2,3,2770,0,1992,0,Bellevue
1100000.0,3,2.0,2390,6888,2.0,0,1,5,2390,0,1939,0,Seattle
555000.0,3,2.5,3050,158558,1.0,0,0,4,3050,0,1987,0,Renton
384000.0,3,2.5,1700,4000,2.0,0,0,3,1700,0,2003,0,Snoqualmie
499950.0,5,3.5,3200,43560,2.0,0,0,3,3200,0,1989,0,Renton
430000.0,3,1.75,1200,4500,1.0,0,0,5,1200,0,1906,0,Seattle
350000.0,4,2.25,2220,6953,2.0,0,0,4,2220,0,1999,0,Maple Valley
620000.0,3,2.5,2480,9041,2.0,0,0,3,2480,0,2004,2003,Redmond
765000.0,4,2.25,2560,12100,1.0,0,0,4,1760,800,1976,1992,Redmond
250000.0,4,1.5,2500,6300,1.0,0,0,4,1500,1000,1961,2001,Kent
376000.0,2,1.0,1150,4000,1.0,0,0,3,1150,0,1947,2012,Seattle
475000.0,4,1.75,1650,7775,1.0,0,0,4,1150,500,1950,1983,Seattle
120750.0,3,1.75,1140,9628,1.0,0,0,4,1140,0,1969,0,Federal Way
1690000.0,3,1.75,3400,8965,1.0,0,2,5,1820,1580,1957,0,Seattle
330000.0,3,1.0,1180,43124,1.0,0,0,4,1180,0,1959,0,Issaquah
619500.0,3,2.5,1700,4105,2.0,0,0,3,1700,0,1992,0,Seattle
345000.0,3,1.5,1240,11200,1.0,0,0,4,1240,0,1954,1979,Bellevue
598000.0,5,2.25,2890,12478,2.0,0,0,3,2890,0,1977,2004,Sammamish
335000.0,3,1.0,1060,10050,1.0,0,0,4,1060,0,1967,0,Kenmore
372500.0,4,1.75,1590,10523,2.0,0,0,4,1590,0,1922,0,Shoreline
300000.0,6,5.25,2860,5682,2.0,0,0,3,2860,0,1978,0,Auburn
194000.0,1,1.0,820,1060,1.0,0,0,3,760,60,2007,0,Seattle
507500.0,3,2.0,2020,8118,1.0,0,0,3,1020,1000,1963,2008,Bellevue
325000.0,4,2.25,1870,9680,1.0,0,0,4,1170,700,1959,0,Kirkland
329900.0,3,2.5,2170,4905,2.0,0,0,3,2170,0,2004,2003,Maple Valley
329000.0,4,2.5,1600,6765,1.0,0,0,3,830,770,1947,2011,Seattle
494000.0,4,1.75,2090,4300,1.5,0,0,4,1250,840,1925,1968,Seattle
206000.0,4,2.0,1700,6025,1.0,0,0,3,1700,0,1978,0,Auburn
423000.0,4,1.75,1940,6909,1.0,0,0,4,970,970,1941,1998,Seattle
259000.0,3,1.0,1320,8625,1.0,0,0,4,1320,0,1957,2001,Renton
879950.0,4,2.25,3500,13875,1.0,0,4,4,1830,1670,1938,0,Seattle
345600.0,5,3.5,2800,5120,2.5,0,0,3,2800,0,1903,2005,Seattle
395000.0,3,1.5,1080,2940,1.5,0,0,4,1080,0,1920,0,Seattle
625000.0,4,2.5,3550,8048,2.0,0,0,3,3550,0,2007,0,Snoqualmie
439000.0,3,2.0,2010,251341,2.0,0,0,3,1510,500,2003,0,Duvall
380000.0,3,1.75,1690,1468,2.0,0,0,3,1380,310,2008,0,Seattle
440000.0,3,1.5,1270,1443,3.0,0,0,3,1270,0,2007,0,Seattle
415000.0,3,2.25,1970,2377,2.0,0,0,3,1680,290,2008,0,Seattle
860000.0,4,2.75,3160,8097,2.0,0,0,3,3160,0,2014,0,Kirkland
500000.0,3,2.5,1210,1200,3.0,0,0,3,1210,0,2008,0,Seattle
953007.0,4,3.5,3120,5086,2.0,0,0,3,2480,640,2008,0,Seattle
515000.0,4,2.5,2670,8765,2.0,0,0,3,2670,0,2006,0,Renton
772000.0,3,2.25,1640,1204,3.0,0,0,3,1640,0,2014,0,Seattle
329995.0,4,2.5,2303,3680,2.0,0,0,3,2303,0,2013,1923,Auburn
409316.0,3,2.5,1800,3168,2.0,0,0,3,1800,0,2014,0,Snoqualmie
490000.0,5,3.5,4460,2975,3.0,0,2,3,3280,1180,2013,1923,Seattle
305000.0,2,2.5,1590,2656,2.0,0,0,3,1220,370,2009,0,Seattle
785000.0,4,3.5,3070,4684,2.0,0,0,3,2190,880,2009,0,Issaquah
240000.0,2,1.75,1330,7200,1.0,0,0,3,1330,0,1993,0,SeaTac
325000.0,3,1.0,990,6750,1.0,0,0,4,990,0,1947,1988,Seattle
535800.0,4,2.5,1900,5790,2.0,0,0,3,1900,0,1994,0,Issaquah
720000.0,3,2.5,2020,1159,3.0,0,3,3,2020,0,2000,0,Seattle
374000.0,3,1.75,2000,9416,1.0,0,0,4,2000,0,1961,2001,Kirkland
189650.0,2,1.75,1100,7600,1.0,0,0,3,1100,0,1980,0,Des Moines
420850.0,1,1.0,960,40946,1.0,0,0,5,960,0,1945,0,Carnation
815000.0,4,2.75,3488,9614,2.0,0,0,3,3488,0,1998,2006,Redmond
1065000.0,2,1.75,1890,9466,2.0,0,0,3,1890,0,1987,2000,Bellevue
199000.0,4,2.0,2030,8120,2.0,0,0,3,2030,0,1950,2005,Seattle
195000.0,3,1.75,1380,7350,1.0,0,0,3,990,390,1981,2013,Covington
1506000.0,4,3.25,3660,5800,2.5,0,0,3,3360,300,1909,1995,Seattle
288400.0,3,2.25,1870,3230,2.0,0,0,3,1870,0,1997,0,Renton
442000.0,4,2.25,2080,12007,1.0,0,0,4,1220,860,1979,0,Sammamish
619420.0,4,2.75,2450,14803,2.0,0,0,4,2450,0,1988,0,Newcastle
635000.0,4,2.25,2750,6180,1.0,0,0,4,1500,1250,1948,0,Seattle
210000.0,3,1.0,1240,4842,1.0,0,0,4,1240,0,1916,0,Seattle
512500.0,3,2.5,1900,7604,2.0,0,0,3,1900,0,1990,2009,Kirkland
567000.0,3,2.5,2540,6093,2.0,0,0,3,2540,0,1999,0,Kirkland
525000.0,3,2.75,2100,10362,2.0,0,0,3,1510,590,1998,2006,Snoqualmie Pass
475000.0,4,2.0,1790,2250,1.0,0,2,4,840,950,1909,1989,Seattle
250000.0,3,2.0,1170,7258,1.0,0,0,3,1170,0,1984,0,Auburn
220000.0,3,1.0,1060,9126,1.0,0,2,5,1060,0,1956,0,Enumclaw
230000.0,5,2.0,1930,6120,1.5,0,0,3,1930,0,1941,1969,Seattle
385500.0,3,2.0,1540,7947,1.0,0,0,3,1120,420,1961,2004,Bothell
895000.0,5,3.0,2876,13927,1.0,0,2,4,1970,906,1973,0,Mercer Island
368250.0,3,2.5,2150,7484,2.0,0,0,3,2150,0,1988,2000,Sammamish
249900.0,2,1.0,1140,5500,1.0,0,0,3,1140,0,1947,2012,Seattle
350000.0,3,1.5,980,7790,1.0,0,0,5,980,0,1969,0,Kirkland
175000.0,3,1.75,1230,13056,1.0,0,0,4,1230,0,1962,0,Auburn
270000.0,3,1.75,1390,10905,1.0,0,0,3,860,530,1957,2000,Seattle
495000.0,3,3.5,2380,6250,2.0,0,3,3,1670,710,1997,0,Seattle
1580000.0,3,3.25,3690,7200,2.0,0,0,3,3690,0,2007,0,Kirkland
542500.0,5,3.25,3010,1074218,1.5,0,0,5,2010,1000,1931,0,Issaquah
330000.0,3,1.0,1250,9126,1.0,0,0,3,1250,0,1969,2010,Woodinville
1003000.0,4,2.75,2290,6120,2.0,0,0,4,2170,120,1926,1993,Seattle
299800.0,2,1.0,790,5240,1.0,0,0,4,790,0,1925,1968,Seattle
299900.0,3,2.5,2720,6014,2.0,0,0,3,2720,0,2002,0,Auburn
691000.0,4,2.75,2550,8632,1.0,0,0,3,1700,850,1972,2002,Kirkland
195000.0,2,1.0,1080,3899,1.0,0,0,4,1080,0,1972,0,Des Moines
405000.0,3,1.75,2470,9620,1.0,0,1,4,1570,900,1962,0,Des Moines
360000.0,2,0.75,850,7710,1.0,0,2,5,550,300,1909,1988,Seattle
256750.0,3,2.5,1990,8991,1.0,0,0,3,1570,420,1969,2010,Kent
332500.0,3,2.25,1800,10500,2.0,0,0,3,1800,0,1995,0,Maple Valley
975000.0,5,4.0,4850,36450,2.0,0,0,3,4850,0,1977,2004,Bellevue
218000.0,3,1.0,1020,7874,1.0,0,0,3,1020,0,1956,2001,Seattle
429000.0,3,2.5,2420,49928,2.0,0,0,3,1860,560,1985,0,Issaquah
589000.0,4,2.5,2910,5776,2.0,0,2,3,2910,0,1998,2006,Snoqualmie
255000.0,3,1.5,1060,9039,1.0,0,0,3,1060,0,1973,2013,Renton
668750.0,4,2.5,2340,6420,1.0,0,2,3,1590,750,1964,2000,Shoreline
344500.0,4,2.75,1800,5453,1.0,0,0,3,1050,750,2002,0,Renton
452000.0,4,2.0,1660,6150,1.0,0,0,3,850,810,1945,2010,Seattle
540000.0,3,1.75,1300,62290,1.0,0,0,3,1300,0,1983,2009,Redmond
246000.0,3,1.5,1780,23819,1.0,0,0,3,1780,0,1953,0,Seattle
535000.0,2,1.0,1030,4841,1.0,0,0,3,920,110,1939,1969,Seattle
970000.0,4,3.25,2790,5420,1.0,0,3,3,1130,1660,1963,2013,Shoreline
430000.0,3,1.0,1150,3000,1.0,0,0,5,1150,0,1906,0,Seattle
520000.0,4,2.5,3290,11446,2.0,0,0,3,3290,0,1992,0,Kenmore
712000.0,4,2.5,3400,247421,2.0,0,0,3,3400,0,2001,0,Ravensdale
450000.0,2,1.0,1200,4000,1.0,0,0,3,1070,130,1940,1996,Seattle
220000.0,4,2.5,2160,8005,2.0,0,0,3,2160,0,1993,0,Pacific
525000.0,3,1.0,1450,4000,1.0,0,1,4,950,500,1948,0,Seattle
1220000.0,4,2.5,3240,3600,2.0,0,0,3,2060,1180,2008,0,Seattle
540000.0,3,2.0,1470,1691,2.0,0,0,3,1000,470,2007,0,Seattle
600000.0,4,2.5,2360,5226,2.0,0,0,3,2360,0,2001,0,Kirkland
600000.0,3,2.25,2230,9053,2.0,0,0,4,2230,0,1987,0,Bellevue
625000.0,4,2.5,2630,48706,2.0,0,0,3,2630,0,1986,0,Woodinville
150000.0,3,1.0,1010,25000,1.0,0,0,3,1010,0,1966,1963,Carnation
389999.0,3,2.25,1445,1471,2.0,0,0,3,1300,145,2003,0,Issaquah
285000.0,3,1.75,2380,6000,1.5,0,0,3,1320,1060,1935,1974,Seattle
744000.0,4,2.75,2830,13059,2.0,0,0,3,2830,0,1998,2006,Sammamish
700000.0,4,2.5,3010,46173,2.0,0,0,3,3010,0,1996,0,Redmond
318989.0,4,2.25,2000,9000,1.0,0,0,4,2000,0,1978,2000,Federal Way
556000.0,3,2.25,2020,3600,2.0,0,0,3,2020,0,1998,2006,Kirkland
275000.0,3,2.5,2030,6326,2.0,0,0,3,2030,0,1993,0,Maple Valley
430000.0,3,2.75,2550,11160,2.0,0,0,3,2550,0,1994,0,Shoreline
300000.0,2,1.0,970,13700,1.0,0,0,3,970,0,1949,1998,Seattle
396450.0,3,1.75,1540,12446,1.0,0,0,5,1540,0,1967,0,Issaquah
225000.0,2,1.0,1396,111949,1.0,0,0,3,1396,0,1940,1997,Redmond
700000.0,4,3.25,2780,7875,2.0,0,0,3,2780,0,2006,0,Seattle
260000.0,6,2.0,2220,8797,1.0,0,0,3,2220,0,1977,2004,Auburn
655000.0,4,3.5,2350,13402,2.0,0,3,3,1670,680,1994,0,Kirkland
1185000.0,3,2.25,2760,40946,2.0,0,0,5,2760,0,1978,0,Bellevue
1550000.0,3,2.5,4460,26027,2.0,0,0,3,4460,0,1992,0,Kirkland
413800.0,3,2.0,1440,4421,1.0,0,0,3,1440,0,2007,0,Redmond
950000.0,5,3.75,5330,6000,2.0,0,2,3,3570,1760,2006,0,Issaquah
334990.0,4,2.5,2220,4228,2.0,0,0,3,2220,0,2014,0,Seattle
2700000.0,5,4.75,5305,8401,2.0,0,2,3,3745,1560,2005,0,Kirkland
1030000.0,3,4.0,3880,13095,2.0,0,3,3,3700,180,2009,0,Kirkland
1130000.0,4,3.25,3810,8519,1.0,0,1,3,2680,1130,2007,0,Kirkland
556000.0,3,3.0,1960,1168,2.0,0,0,3,1600,360,2007,0,Issaquah
360000.0,3,2.5,1530,1131,3.0,0,0,3,1530,0,2009,0,Seattle
480000.0,4,2.25,3250,34293,2.0,0,0,4,3250,0,1983,0,Kent
324000.0,3,2.5,1750,7208,2.0,0,0,3,1750,0,1994,0,Renton
1050000.0,4,3.25,3440,35021,2.0,0,0,3,3440,0,1983,2009,Kirkland
275000.0,1,0.75,1170,14149,1.0,0,0,5,880,290,1962,0,Enumclaw
180000.0,3,1.0,870,5330,1.0,0,0,3,870,0,1969,2014,Covington
749000.0,4,2.5,2930,18199,2.0,0,0,3,2930,0,1998,2006,Sammamish
1600000.0,3,2.5,3160,12824,1.0,0,2,4,1820,1340,1966,0,Bellevue
373500.0,2,1.0,800,3330,1.0,0,0,3,800,0,1918,0,Seattle
770000.0,4,2.5,2350,8001,2.0,0,0,4,2350,0,1987,0,Bellevue
356000.0,2,1.75,1060,16470,1.0,0,0,3,1060,0,1977,2004,Woodinville
625000.0,3,1.75,2060,12558,1.0,0,0,4,1350,710,1984,0,Redmond
494400.0,2,1.75,1560,1750,1.0,0,0,4,780,780,1904,0,Seattle
585000.0,4,1.75,3000,42200,1.0,0,3,3,1500,1500,1950,2005,Renton
926300.0,3,1.5,1660,4800,2.0,0,0,3,1660,0,1907,1983,Seattle
600000.0,3,1.75,1650,5100,1.0,0,0,5,1040,610,1908,0,Seattle
430000.0,4,3.0,3220,8936,2.0,0,0,3,2450,770,1990,2009,Kent
307000.0,3,1.5,2320,7500,1.0,0,0,3,2320,0,1976,0,Duvall
604700.0,4,2.75,2750,14982,1.0,0,3,3,1720,1030,1981,2013,Des Moines
219900.0,3,1.0,910,6000,1.0,0,0,2,910,0,1956,0,Seattle
270000.0,2,1.5,840,867,2.0,0,0,3,840,0,2005,0,Seattle
432000.0,3,2.25,1470,1578,2.0,0,0,3,1090,380,2007,0,Seattle
300000.0,6,2.0,2040,10812,1.0,0,0,4,2040,0,1943,0,Renton
361000.0,3,1.0,1100,4046,1.5,0,4,4,1100,0,1922,0,Des Moines
249950.0,2,1.0,940,8532,1.0,0,0,4,940,0,1959,0,Burien
320000.0,3,2.0,1110,10500,1.0,0,0,5,1110,0,1978,0,North Bend
305000.0,4,1.75,2200,8100,1.5,0,0,5,1400,800,1942,0,Seattle
503000.0,2,1.75,2860,59612,1.0,1,4,3,1510,1350,1948,2003,Federal Way
235750.0,2,1.0,740,11250,1.0,0,0,2,740,0,1938,0,Seattle
657000.0,4,1.75,2740,8520,1.0,0,2,3,1370,1370,1954,2005,Seattle
385000.0,3,1.0,1250,7300,1.0,0,0,4,1250,0,1956,0,Bellevue
389950.0,4,2.5,3140,8060,2.0,0,0,3,3140,0,1991,0,Federal Way
150000.0,2,1.0,820,10270,1.0,0,0,3,820,0,1954,2005,Seattle
254500.0,4,2.75,2570,7264,2.0,0,0,3,1720,850,1998,2006,Auburn
555000.0,4,2.25,2350,8140,1.0,0,0,4,1430,920,1977,0,Bellevue
1075000.0,4,3.0,3600,9200,1.0,0,4,4,2100,1500,1976,1992,Bellevue
245000.0,4,2.0,1580,8000,1.0,0,0,3,1040,540,1967,2011,Federal Way
319950.0,2,1.0,1070,5824,1.0,0,2,5,1070,0,1949,0,Seattle
337000.0,3,1.0,1070,6109,1.0,0,0,5,1070,0,1951,0,Seattle
492000.0,4,2.0,1640,5000,2.0,0,0,3,1640,0,1907,1983,Seattle
1170000.0,3,2.75,2890,12130,2.0,0,3,4,2830,60,1987,0,Kirkland
348580.0,3,1.0,1220,7876,1.0,0,0,3,1220,0,1966,1963,Kirkland
180000.0,2,1.0,1400,4500,1.0,0,0,3,900,500,1922,2008,Renton
400000.0,3,1.0,1040,6250,1.0,0,0,3,1040,0,1942,1999,Seattle
295000.0,4,2.0,980,10640,1.0,0,0,5,980,0,1978,0,North Bend
910000.0,4,3.25,3340,10890,1.5,0,0,3,2240,1100,1963,2000,Redmond
1150000.0,6,4.5,6040,219542,2.0,0,0,3,4100,1940,1996,0,Issaquah
431500.0,3,3.5,1900,1612,2.0,0,0,3,1430,470,2008,0,Seattle
180000.0,4,1.5,1740,7292,1.0,0,0,3,1020,720,1962,2003,SeaTac
677000.0,3,2.0,2000,3207,1.0,0,0,4,1100,900,1916,0,Seattle
1180500.0,3,1.75,1610,7200,1.0,0,0,3,1090,520,1973,2013,Seattle
635700.0,4,2.5,3240,13978,1.0,0,0,3,1860,1380,1977,2004,Sammamish
482000.0,5,2.25,2230,9600,1.0,0,0,3,1320,910,1978,0,Woodinville
168000.0,2,2.5,1160,2174,2.0,0,0,3,1160,0,1998,2006,Seattle
805000.0,4,2.75,2410,6000,1.0,0,0,5,1410,1000,1950,0,Seattle
398000.0,2,1.0,590,10945,1.5,0,0,3,590,0,1983,2009,Black Diamond
665000.0,4,2.5,2600,17388,2.0,0,0,3,2600,0,1996,0,Newcastle
592500.0,4,3.0,2170,8240,1.0,0,0,4,1370,800,1968,0,Redmond
940000.0,4,2.75,2080,4000,1.5,0,0,3,2080,0,1912,2000,Seattle
655000.0,4,2.5,2860,12394,2.0,0,0,3,2860,0,1999,0,Sammamish
622500.0,4,2.5,2980,8107,2.0,0,0,3,2980,0,2000,0,Snoqualmie
380000.0,2,2.5,1230,987,2.0,0,0,3,1060,170,2011,0,Seattle
648360.0,4,1.75,2260,7005,1.0,0,1,4,1130,1130,1947,1988,Kirkland
432000.0,3,2.75,2200,14925,1.0,0,0,3,1100,1100,1982,0,Redmond
1050000.0,4,2.5,3030,12590,1.5,0,0,4,3030,0,1988,0,Bellevue
353250.0,2,1.0,1060,1600,2.0,0,0,3,1060,0,1979,2014,Seattle
1000000.0,4,3.0,4260,18687,2.0,0,0,3,4260,0,1996,0,Sammamish
320000.0,3,2.25,998,844,2.0,0,0,3,798,200,2007,0,Seattle
349900.0,4,2.5,2052,3723,2.0,0,0,3,2052,0,2014,0,Federal Way
330000.0,4,3.5,3150,6202,2.0,0,0,3,3150,0,2005,0,Kent
408000.0,3,2.25,1950,7221,1.0,0,0,4,1950,0,2006,0,SeaTac
321000.0,3,2.25,1347,1292,3.0,0,0,3,1347,0,2010,0,Seattle
1051000.0,4,3.75,3860,5474,2.5,0,0,3,3860,0,2007,0,Issaquah
2150000.0,4,5.5,5060,10320,2.0,0,0,3,5060,0,2008,0,Bellevue
359000.0,3,1.5,1360,885,3.0,0,0,3,1360,0,2008,0,Seattle
300000.0,5,2.5,2760,6000,2.0,0,0,3,2760,0,2006,0,Seattle
380000.0,5,3.5,2420,4670,2.0,0,0,3,2420,0,2013,1923,Seattle
660000.0,3,2.5,2450,4332,2.0,0,0,3,2450,0,2010,0,Redmond
355000.0,3,2.25,1280,959,3.0,0,0,3,1280,0,2005,0,Seattle
259000.0,3,2.5,1550,3569,2.0,0,0,3,1550,0,2011,0,Auburn
353000.0,1,1.0,550,1279,2.0,0,0,3,550,0,2008,0,Seattle
430000.0,2,2.5,1520,1588,2.0,0,0,3,1240,280,2007,0,Seattle
460000.0,3,1.0,1670,4005,1.5,0,0,4,1170,500,1939,1989,Seattle
80000.0,1,0.75,430,5050,1.0,0,0,2,430,0,1912,0,Carnation
782000.0,4,2.5,2380,9614,2.0,0,0,4,2380,0,1991,0,Bellevue
218000.0,3,1.0,960,9633,1.0,0,0,5,960,0,1982,0,Enumclaw
325000.0,3,1.0,1920,6862,1.0,0,2,3,1120,800,1952,2008,Seattle
980000.0,4,3.0,3680,5854,1.0,0,3,3,2060,1620,1967,2011,Seattle
902000.0,4,2.25,2530,9200,1.0,0,0,5,1570,960,1976,0,Bellevue
556000.0,5,2.5,3840,16905,2.0,0,0,3,3840,0,1991,0,Federal Way
662990.0,3,1.75,1240,3600,1.5,0,0,5,1240,0,1926,0,Seattle
225000.0,2,1.0,1300,11867,1.5,0,0,4,1300,0,1975,0,Ravensdale
439950.0,4,2.5,2380,12067,2.0,0,0,3,2380,0,2002,0,Renton
175000.0,2,1.0,1300,44431,1.0,0,0,5,1300,0,1958,0,Auburn
306000.0,2,1.0,780,13500,1.0,0,0,4,780,0,1946,1989,Woodinville
235000.0,4,2.5,1810,39639,1.0,0,0,3,1230,580,1970,2014,Kent
399500.0,3,1.75,2420,12676,2.0,0,0,3,2420,0,1911,1986,North Bend
478000.0,3,1.0,1280,2580,1.5,0,0,3,1280,0,1910,2014,Seattle
