price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,city,years_since_last_update
720000.0,2,1.0,2020,7200,1.0,0,3,4,1700,320,Seattle,718012.0
490000.0,3,2.0,1450,2400,1.5,0,0,3,1450,0,Seattle,487997.0
239900.0,4,2.25,1860,7000,1.0,0,0,3,1120,740,Federal Way,237886.0
446000.0,4,2.25,2270,7800,1.0,0,0,3,1290,980,Kirkland,443996.0
275000.0,3,2.5,1480,15639,2.0,0,0,3,1480,0,North Bend,273000.0
239950.0,5,1.0,1460,6032,2.0,0,0,4,1460,0,Tukwila,237952.0
248000.0,4,3.5,1850,6519,2.0,0,0,3,1130,720,Federal Way,246014.0
619500.0,3,2.5,2170,5000,2.0,0,0,3,2170,0,Issaquah,617497.0
363750.0,3,1.75,1726,197326,2.0,0,0,4,1726,0,Vashon,361739.0
385000.0,3,1.75,1180,10541,1.0,0,0,4,940,240,Sammamish,383019.0
370000.0,4,1.5,1370,9957,1.0,0,0,3,900,470,Kirkland,367998.0
425000.0,3,2.5,2670,13218,1.0,0,0,4,2670,0,Kent,423012.0
342000.0,3,1.0,1260,6826,1.0,0,0,3,720,540,Seattle,340056.0
345000.0,4,1.0,1980,7991,1.5,0,0,3,1980,0,Renton,342997.0
724800.0,3,2.0,2050,3933,1.0,0,0,3,1180,870,Seattle,722799.0
725000.0,5,2.75,2830,5310,2.0,0,0,3,2830,0,Redmond,722994.0
605000.0,2,1.0,910,3600,1.0,0,0,4,910,0,Seattle,603011.0
350000.0,4,2.5,2440,4000,2.0,0,0,3,2440,0,Maple Valley,347991.0
785000.0,3,2.0,2180,5440,1.0,0,0,5,1100,1080,Seattle,783096.0
250000.0,3,2.0,1900,6660,1.0,0,0,5,950,950,Maple Valley,248034.0
565000.0,3,2.25,1520,1221,3.0,0,0,3,1520,0,Seattle,563077.0
875000.0,3,2.0,2220,6641,1.0,0,2,4,1220,1000,Seattle,873012.0
862500.0,4,2.75,3280,24440,2.0,0,0,3,3280,0,Woodinville,860504.0
400000.0,3,2.5,2740,83199,2.0,0,4,3,2740,0,Kent,397987.0
282613.0,2,1.0,830,6017,1.0,0,0,4,830,0,Shoreline,280634.0
174500.0,2,1.0,1010,5200,1.0,0,0,3,1010,0,Des Moines,172495.0
306500.0,3,2.25,2060,38377,1.0,0,0,4,1560,500,Federal Way,304500.0
445000.0,3,2.25,1990,7340,2.0,0,0,3,1990,0,Woodinville,443016.0
433000.0,4,2.5,2280,7568,2.0,0,0,4,2280,0,Renton,430999.0
306000.0,3,2.5,1870,5874,2.0,0,0,3,1870,0,Kent,303995.0
620000.0,3,2.25,1720,4000,1.5,0,0,4,1450,270,Seattle,618079.0
245000.0,2,1.0,870,6150,1.0,0,0,3,870,0,Seattle,243006.0
238000.0,3,2.0,1020,1204,2.0,0,0,3,720,300,Seattle,235997.0
523000.0,3,1.5,1260,3135,1.5,0,0,3,1260,0,Seattle,521069.0
522500.0,3,2.5,2370,7875,2.0,0,0,3,2370,0,Snoqualmie,520497.0
180000.0,3,1.0,1000,18513,1.0,0,0,3,1000,0,Seattle,178004.0
375000.0,3,1.5,1100,1751,2.0,0,0,3,940,160,Seattle,372993.0
249000.0,3,2.25,1440,7673,1.0,0,0,3,940,500,Kent,247018.0
730100.0,4,2.5,3120,14300,2.0,0,0,3,3120,0,Issaquah,728097.0
551000.0,2,2.0,2260,9604,1.0,0,0,3,2260,0,Bothell,548991.0
375000.0,4,2.5,2790,7956,2.0,0,0,3,2790,0,Des Moines,372995.0
540000.0,1,1.0,1140,6700,1.5,0,0,3,1140,0,Seattle,538021.0
605000.0,3,2.25,1290,2500,2.0,0,0,4,1290,0,Seattle,603013.0
205000.0,5,1.75,1730,5200,1.0,0,0,4,1050,680,Covington,203000.0
645000.0,4,2.5,3160,11380,2.0,0,0,3,3160,0,Sammamish,642991.0
314000.0,4,2.5,2340,8990,2.0,0,0,3,2340,0,Maple Valley,311997.0
330000.0,3,1.5,1170,4950,1.0,0,0,4,1170,0,Bellevue,327999.0
490000.0,2,1.0,1160,5000,1.0,0,0,4,1160,0,Seattle,488063.0
445000.0,3,3.0,1970,24318,1.0,0,0,3,1970,0,Kenmore,442990.0
2000000.0,5,4.25,6490,10862,2.0,0,3,4,3940,2550,Mercer Island,1998009.0
377500.0,3,2.25,1410,1377,2.0,0,0,3,1290,120,Issaquah,375495.0
480000.0,4,2.5,2430,5000,2.0,0,0,3,2430,0,Snoqualmie,477991.0
804995.0,5,1.5,3360,5402,2.0,0,0,3,3360,0,Sammamish,802981.0
341000.0,3,2.5,1480,1663,2.0,0,0,3,1180,300,Seattle,339088.0
675000.0,5,2.5,3200,6455,2.0,0,0,3,3200,0,Snoqualmie,672991.0
611000.0,3,2.5,2134,1984,2.5,0,0,3,2134,0,Issaquah,608992.0
379950.0,3,3.25,1860,1787,3.0,0,0,3,1860,0,Shoreline,377943.0
1270000.0,4,3.0,5520,8313,2.0,0,3,3,3570,1950,Bellevue,1267992.0
500000.0,2,2.5,1310,1500,2.0,0,0,3,1160,150,Seattle,497994.0
410000.0,3,2.0,1700,4250,1.0,0,0,3,890,810,Seattle,408056.0
415000.0,3,2.5,2480,8342,2.0,0,0,3,2480,0,Renton,413014.0
297000.0,5,2.5,1970,8605,2.0,0,0,4,1970,0,Enumclaw,295006.0
575550.0,4,2.5,2060,7475,1.0,0,0,3,1440,620,Redmond,573565.0
534640.0,3,2.5,2130,3500,1.0,0,0,4,1210,920,Woodinville,532646.0
352500.0,3,2.25,1410,14110,1.0,0,2,3,1170,240,Snoqualmie,350500.0
488000.0,2,2.0,1360,4688,1.0,0,0,3,780,580,Seattle,486056.0
732000.0,3,2.0,1940,55756,1.0,0,0,5,1940,0,Bellevue,730046.0
215000.0,2,2.25,1610,2040,2.0,0,0,4,1610,0,Renton,213021.0
592500.0,2,2.0,1420,9191,1.5,0,2,5,1420,0,Seattle,590530.0
290000.0,4,2.5,1700,7280,2.0,0,0,4,1700,0,Kent,288012.0
475000.0,2,1.0,1490,3825,1.0,0,0,3,860,630,Seattle,473071.0
320000.0,3,2.5,2680,7757,2.0,0,0,3,2680,0,Federal Way,317991.0
1216000.0,4,2.5,3190,8684,1.0,0,3,5,1680,1510,Bellevue,1214033.0
290000.0,5,1.5,2120,7700,1.5,0,0,5,2120,0,Renton,288038.0
487250.0,4,2.0,1690,3250,1.5,0,0,3,1550,140,Seattle,485349.0
339000.0,4,2.5,1830,8601,2.0,0,0,3,1830,0,Maple Valley,336997.0
440000.0,2,1.5,1010,1968,1.5,0,0,5,1010,0,Seattle,438094.0
366500.0,4,2.75,2070,9300,1.0,0,0,5,1120,950,Shoreline,364555.0
462000.0,3,1.5,1710,4500,1.5,0,0,3,1410,300,Seattle,460046.0
560000.0,4,1.0,1660,4690,1.5,0,0,3,1260,400,Seattle,557990.0
285000.0,4,1.75,2080,13629,1.0,0,0,4,1040,1040,Seattle,282991.0
280000.0,3,2.5,1270,9675,2.0,0,0,3,1270,0,North Bend,278007.0
210000.0,3,1.0,1080,21043,1.0,0,0,3,1080,0,Seattle,208001.0
690000.0,3,2.0,1610,5100,1.5,0,0,5,1610,0,Seattle,688060.0
256500.0,2,1.0,1120,9912,1.0,0,0,4,1120,0,Vashon,254520.0
411000.0,4,2.75,2500,5257,2.0,0,0,3,2500,0,Seattle,409037.0
215000.0,3,1.0,970,7275,1.0,0,0,4,970,0,Kent,213030.0
762000.0,5,2.0,3370,5000,1.5,0,0,4,2140,1230,Seattle,760093.0
359950.0,3,1.0,1290,189486,1.0,0,0,4,1290,0,Auburn,357949.0
480000.0,4,3.5,3370,435600,2.0,0,3,3,3370,0,North Bend,477995.0
1405000.0,4,3.5,3410,10769,2.0,0,0,3,3410,0,Bellevue,1402992.0
390000.0,4,2.5,2490,8290,2.0,0,0,3,2490,0,Auburn,388001.0
413500.0,2,1.0,770,4000,1.0,0,0,5,770,0,Seattle,411544.0
285000.0,1,1.5,810,3211,2.0,0,0,4,810,0,Kirkland,282989.0
475000.0,4,2.5,3060,10043,1.0,0,0,4,1700,1360,Shoreline,473032.0
386591.0,3,2.5,1690,1613,2.0,0,0,3,1150,540,Issaquah,384577.0
524950.0,3,1.75,1890,3825,1.0,0,0,3,1290,600,Seattle,522976.0
241000.0,2,2.0,1470,3128,2.0,0,0,3,1470,0,Maple Valley,238995.0
461000.0,2,1.0,1060,7193,1.0,0,0,3,1060,0,Seattle,458997.0
810000.0,4,2.5,3480,59242,2.0,0,0,3,3480,0,Woodinville,808000.0
885000.0,4,2.75,2730,3560,1.5,0,0,3,1550,1180,Seattle,882993.0
247000.0,3,2.25,1580,7941,2.0,0,0,4,1580,0,Federal Way,245014.0
296500.0,3,2.75,2170,7900,1.0,0,0,4,1380,790,Kent,294500.0
141800.0,2,1.0,930,4743,1.0,0,0,4,930,0,Renton,139818.0
333000.0,4,2.0,1580,7800,2.0,0,0,2,1580,0,Seattle,331094.0
602000.0,5,1.75,3290,11900,1.5,0,0,3,3290,0,Redmond,599987.0
565000.0,4,2.25,2110,10698,2.0,0,0,4,2110,0,Issaquah,563021.0
373000.0,3,2.5,1670,3565,2.0,0,0,3,1670,0,Woodinville,371001.0
588000.0,3,2.25,2030,7350,1.0,0,0,4,1190,840,Redmond,586023.0
485000.0,3,1.0,1500,4100,1.5,0,0,3,1370,130,Seattle,482997.0
482500.0,3,2.25,1450,1445,2.0,0,0,3,980,470,Seattle,480495.0
251200.0,4,1.5,1310,8250,1.0,0,0,3,1060,250,Des Moines,249247.0
869000.0,5,3.25,4180,49222,2.0,0,0,4,2880,1300,Issaquah,867021.0
464000.0,3,1.75,1630,28600,1.0,0,0,3,1630,0,Woodinville,461989.0
755000.0,4,2.5,2660,10452,2.0,0,0,3,2660,0,Redmond,753007.0
280000.0,3,2.5,1720,1916,2.0,0,0,3,1720,0,Renton,277995.0
485000.0,2,2.25,1260,1240,3.0,0,0,3,1260,0,Seattle,482997.0
305000.0,3,1.75,1610,12247,1.0,0,0,3,1610,0,Renton,302987.0
110700.0,2,1.0,680,8064,1.0,0,0,3,680,0,SeaTac,108706.0
850000.0,4,3.5,2640,5900,2.0,0,2,3,2640,0,Seattle,848002.0
350000.0,3,2.25,1640,7200,2.0,0,0,4,1640,0,Bellevue,348015.0
319950.0,4,1.75,2310,8045,1.0,0,0,4,1650,660,Renton,317958.0
700000.0,3,1.75,2010,4905,1.0,0,0,5,1230,780,Seattle,698088.0
368000.0,2,1.5,1660,4680,1.0,0,0,5,830,830,Seattle,366092.0
433500.0,3,2.5,2200,3360,2.0,0,0,3,2200,0,Seattle,431491.0
611000.0,4,2.5,2460,4200,2.0,0,0,3,2460,0,Redmond,608994.0
1000000.0,2,1.75,2430,23400,1.0,0,4,3,2430,0,Shoreline,998006.0
307000.0,3,1.0,1370,7500,1.0,0,0,3,1370,0,Carnation,304988.0
442500.0,3,1.75,1800,10200,1.0,0,0,3,1800,0,Renton,440489.0
485000.0,3,1.75,2200,7706,2.0,0,2,3,2200,0,Des Moines,483012.0
367000.0,2,1.0,700,2334,1.0,0,0,3,700,0,Seattle,364990.0
429000.0,3,2.5,1920,15124,2.0,0,0,3,1920,0,North Bend,427005.0
446000.0,5,2.75,2190,12687,1.0,0,0,5,1370,820,Kenmore,444022.0
572500.0,3,2.25,2030,9791,1.0,0,0,4,1500,530,Newcastle,570516.0
477000.0,3,2.5,1350,2053,3.0,0,0,3,1350,0,Seattle,474995.0
518000.0,3,2.5,1680,2096,2.0,0,0,3,1380,300,Seattle,515992.0
462000.0,5,1.75,1250,10530,1.0,0,0,4,1250,0,Bellevue,460034.0
1190000.0,4,3.0,2240,6000,1.5,0,0,4,1270,970,Seattle,1188055.0
137000.0,3,1.0,950,7620,1.0,0,0,3,950,0,Seattle,134995.0
530000.0,3,3.5,2320,3174,2.0,0,0,3,2060,260,Kirkland,528003.0
818000.0,2,2.5,2380,9374,1.0,0,2,3,2380,0,Redmond,815989.0
640000.0,2,2.25,1540,958,3.0,0,0,3,1540,0,Seattle,637993.0
298450.0,5,3.0,2100,9752,1.0,0,0,3,1200,900,Federal Way,296443.0
575000.0,4,2.5,2500,4945,2.0,0,0,3,2500,0,Snoqualmie,573077.0
730000.0,4,2.5,3230,7331,2.0,0,0,3,3230,0,Sammamish,727997.0
551000.0,3,2.5,2830,5802,2.0,0,0,3,2830,0,Kenmore,548999.0
271310.0,2,1.0,870,5340,1.5,0,0,2,870,0,Seattle,269404.0
675000.0,4,3.0,2690,28300,1.0,0,0,3,2690,0,Normandy Park,673001.0
479000.0,3,2.5,1260,889,3.0,0,0,3,1260,0,Seattle,476992.0
520000.0,4,3.5,2680,10000,2.0,0,0,3,2040,640,Seattle,517986.0
599950.0,3,2.5,2660,4975,2.0,0,0,3,2660,0,Seattle,597936.0
483945.0,2,1.75,1480,5120,1.0,0,0,4,840,640,Seattle,481946.0
390000.0,4,2.25,1770,33132,1.0,0,0,4,1190,580,Renton,388035.0
192500.0,2,1.0,950,7692,1.0,0,0,3,950,0,Seattle,190497.0
330000.0,2,1.0,860,8308,1.0,0,0,4,860,0,Seattle,328052.0
250000.0,4,2.0,1960,7560,1.0,0,0,5,1160,800,Kent,248022.0
243000.0,2,1.0,1770,5522,1.5,0,0,4,960,810,Seattle,241057.0
575000.0,4,1.75,1280,6060,1.0,0,0,3,860,420,Seattle,572997.0
639000.0,4,2.5,2150,12028,2.0,0,0,4,2150,0,Redmond,636989.0
710000.0,2,1.0,1790,4000,1.0,0,0,4,1040,750,Seattle,708077.0
675000.0,3,2.25,1990,10260,2.0,0,0,4,1990,0,Redmond,673013.0
405000.0,5,2.5,2430,4781,2.0,0,0,3,2430,0,Renton,402999.0
615000.0,4,2.75,2820,13193,1.0,0,0,3,1860,960,Bellevue,613007.0
490000.0,3,1.0,1910,8190,1.0,0,0,4,1010,900,Seattle,488011.0
467000.0,3,2.25,1270,1213,2.0,0,0,3,1040,230,Seattle,464995.0
480000.0,4,2.75,2050,3960,1.0,0,0,4,1180,870,Seattle,478014.0
755000.0,6,2.0,2150,4505,1.0,0,0,3,1270,880,Seattle,752992.0
760000.0,4,1.75,2450,13300,1.0,0,2,4,1630,820,Bellevue,758013.0
387000.0,2,2.25,1230,1280,2.0,0,0,3,960,270,Seattle,385088.0
925000.0,4,2.25,2260,41984,1.0,0,0,4,2260,0,Kirkland,923033.0
415000.0,2,1.0,1050,60113,1.0,0,0,4,1050,0,Auburn,413057.0
263000.0,3,1.75,1570,7775,2.0,0,0,3,1570,0,Kent,261018.0
519900.0,4,2.0,1820,9350,1.0,0,0,4,1820,0,Redmond,517933.0
570000.0,2,1.75,1540,4025,1.0,0,0,4,1190,350,Seattle,568092.0
450000.0,3,1.5,2060,44866,1.0,0,0,3,2060,0,Woodinville,448047.0
1300000.0,4,3.5,4380,74052,1.0,0,0,3,4380,0,Redmond,1297999.0
300000.0,3,1.0,1090,9900,1.0,0,0,4,1090,0,Redmond,297991.0
320000.0,3,1.75,1480,7225,1.0,0,0,4,1480,0,Renton,318035.0
387500.0,4,1.0,1320,4440,1.5,0,0,3,1320,0,Seattle,385571.0
458000.0,1,2.25,2140,10350,1.0,0,0,3,1470,670,Woodinville,456024.0
1212500.0,4,3.5,4560,16643,1.0,0,3,3,2230,2330,Bellevue,1210505.0
380000.0,4,3.0,2800,9764,2.0,0,0,3,2800,0,Maple Valley,377998.0
200000.0,3,1.0,1050,5000,1.0,0,0,4,1050,0,Renton,198033.0
385000.0,3,1.5,1490,9630,1.0,0,0,4,1490,0,Kenmore,383041.0
396675.0,2,1.0,1730,6375,2.0,0,0,4,1730,0,Seattle,394730.0
452000.0,4,1.0,1210,3760,1.5,0,0,3,1210,0,Seattle,449995.0
426000.0,4,2.5,2800,8494,2.0,0,0,3,2800,0,Maple Valley,423997.0
792000.0,3,1.5,1570,1050,2.0,0,0,3,1570,0,Seattle,790085.0
315000.0,3,2.25,1400,31626,1.0,0,0,2,1140,260,Auburn,313013.0
1275000.0,4,2.0,2850,7861,1.0,0,4,4,1450,1400,Seattle,1273030.0
326000.0,6,3.0,1880,7200,1.0,0,0,4,1880,0,Renton,324034.0
268500.0,2,1.0,790,8424,1.0,0,0,4,790,0,Shoreline,266517.0
440000.0,2,1.75,1300,4000,2.0,0,0,3,1300,0,Seattle,438006.0
300000.0,3,1.0,2120,7735,1.0,0,0,4,1060,1060,Renton,298033.0
525000.0,3,1.5,1540,4773,2.0,0,0,3,1540,0,Seattle,522991.0
978000.0,4,2.75,2620,13777,1.5,0,2,4,1720,900,Seattle,976007.0
1125000.0,6,3.0,2880,3192,2.0,0,0,4,2180,700,Seattle,1123015.0
700000.0,4,1.0,1680,4021,1.5,0,0,3,1680,0,Seattle,698000.0
315000.0,2,1.0,790,6969,1.0,0,0,3,790,0,Redmond,313016.0
309000.0,3,1.0,1092,7500,1.5,0,0,3,1092,0,Seattle,307082.0
219950.0,3,1.5,1650,9936,1.0,0,0,3,1090,560,Federal Way,217939.0
289000.0,3,2.5,2090,4700,2.0,0,0,3,2090,0,Covington,286998.0
210000.0,4,1.75,2180,28710,1.0,0,0,3,1180,1000,SeaTac,207995.0
260000.0,4,2.5,1990,6671,2.0,0,0,3,1990,0,Federal Way,258011.0
699000.0,4,2.5,2650,7945,2.0,0,0,3,2650,0,Seattle,696994.0
1800000.0,4,3.5,4460,16953,1.0,0,0,3,2550,1910,Medina,1798006.0
299950.0,3,1.0,910,8000,1.0,0,0,4,740,170,Shoreline,297967.0
749950.0,3,2.5,2770,10773,2.0,0,2,3,2770,0,Bellevue,747958.0
1100000.0,3,2.0,2390,6888,2.0,0,1,5,2390,0,Seattle,1098061.0
555000.0,3,2.5,3050,158558,1.0,0,0,4,3050,0,Renton,553013.0
384000.0,3,2.5,1700,4000,2.0,0,0,3,1700,0,Snoqualmie,381997.0
499950.0,5,3.5,3200,43560,2.0,0,0,3,3200,0,Renton,497961.0
430000.0,3,1.75,1200,4500,1.0,0,0,5,1200,0,Seattle,428094.0
350000.0,4,2.25,2220,6953,2.0,0,0,4,2220,0,Maple Valley,348001.0
620000.0,3,2.5,2480,9041,2.0,0,0,3,2480,0,Redmond,617997.0
765000.0,4,2.25,2560,12100,1.0,0,0,4,1760,800,Redmond,763008.0
250000.0,4,1.5,2500,6300,1.0,0,0,4,1500,1000,Kent,247999.0
376000.0,2,1.0,1150,4000,1.0,0,0,3,1150,0,Seattle,373988.0
475000.0,4,1.75,1650,7775,1.0,0,0,4,1150,500,Seattle,473017.0
120750.0,3,1.75,1140,9628,1.0,0,0,4,1140,0,Federal Way,118781.0
1690000.0,3,1.75,3400,8965,1.0,0,2,5,1820,1580,Seattle,1688043.0
330000.0,3,1.0,1180,43124,1.0,0,0,4,1180,0,Issaquah,328041.0
619500.0,3,2.5,1700,4105,2.0,0,0,3,1700,0,Seattle,617508.0
345000.0,3,1.5,1240,11200,1.0,0,0,4,1240,0,Bellevue,343021.0
598000.0,5,2.25,2890,12478,2.0,0,0,3,2890,0,Sammamish,595996.0
335000.0,3,1.0,1060,10050,1.0,0,0,4,1060,0,Kenmore,333033.0
372500.0,4,1.75,1590,10523,2.0,0,0,4,1590,0,Shoreline,370578.0
300000.0,6,5.25,2860,5682,2.0,0,0,3,2860,0,Auburn,298022.0
194000.0,1,1.0,820,1060,1.0,0,0,3,760,60,Seattle,191993.0
507500.0,3,2.0,2020,8118,1.0,0,0,3,1020,1000,Bellevue,505492.0
325000.0,4,2.25,1870,9680,1.0,0,0,4,1170,700,Kirkland,323041.0
329900.0,3,2.5,2170,4905,2.0,0,0,3,2170,0,Maple Valley,327897.0
329000.0,4,2.5,1600,6765,1.0,0,0,3,830,770,Seattle,326989.0
494000.0,4,1.75,2090,4300,1.5,0,0,4,1250,840,Seattle,492032.0
206000.0,4,2.0,1700,6025,1.0,0,0,3,1700,0,Auburn,204022.0
423000.0,4,1.75,1940,6909,1.0,0,0,4,970,970,Seattle,421002.0
259000.0,3,1.0,1320,8625,1.0,0,0,4,1320,0,Renton,256999.0
879950.0,4,2.25,3500,13875,1.0,0,4,4,1830,1670,Seattle,878012.0
345600.0,5,3.5,2800,5120,2.5,0,0,3,2800,0,Seattle,343595.0
395000.0,3,1.5,1080,2940,1.5,0,0,4,1080,0,Seattle,393080.0
625000.0,4,2.5,3550,8048,2.0,0,0,3,3550,0,Snoqualmie,622993.0
439000.0,3,2.0,2010,251341,2.0,0,0,3,1510,500,Duvall,436997.0
380000.0,3,1.75,1690,1468,2.0,0,0,3,1380,310,Seattle,377992.0
440000.0,3,1.5,1270,1443,3.0,0,0,3,1270,0,Seattle,437993.0
415000.0,3,2.25,1970,2377,2.0,0,0,3,1680,290,Seattle,412992.0
860000.0,4,2.75,3160,8097,2.0,0,0,3,3160,0,Kirkland,857986.0
500000.0,3,2.5,1210,1200,3.0,0,0,3,1210,0,Seattle,497992.0
953007.0,4,3.5,3120,5086,2.0,0,0,3,2480,640,Seattle,950999.0
515000.0,4,2.5,2670,8765,2.0,0,0,3,2670,0,Renton,512994.0
772000.0,3,2.25,1640,1204,3.0,0,0,3,1640,0,Seattle,769986.0
329995.0,4,2.5,2303,3680,2.0,0,0,3,2303,0,Auburn,328072.0
409316.0,3,2.5,1800,3168,2.0,0,0,3,1800,0,Snoqualmie,407302.0
490000.0,5,3.5,4460,2975,3.0,0,2,3,3280,1180,Seattle,488077.0
305000.0,2,2.5,1590,2656,2.0,0,0,3,1220,370,Seattle,302991.0
785000.0,4,3.5,3070,4684,2.0,0,0,3,2190,880,Issaquah,782991.0
240000.0,2,1.75,1330,7200,1.0,0,0,3,1330,0,SeaTac,238007.0
325000.0,3,1.0,990,6750,1.0,0,0,4,990,0,Seattle,323012.0
535800.0,4,2.5,1900,5790,2.0,0,0,3,1900,0,Issaquah,533806.0
720000.0,3,2.5,2020,1159,3.0,0,3,3,2020,0,Seattle,718000.0
374000.0,3,1.75,2000,9416,1.0,0,0,4,2000,0,Kirkland,371999.0
189650.0,2,1.75,1100,7600,1.0,0,0,3,1100,0,Des Moines,187670.0
420850.0,1,1.0,960,40946,1.0,0,0,5,960,0,Carnation,418905.0
815000.0,4,2.75,3488,9614,2.0,0,0,3,3488,0,Redmond,812994.0
1065000.0,2,1.75,1890,9466,2.0,0,0,3,1890,0,Bellevue,1063000.0
199000.0,4,2.0,2030,8120,2.0,0,0,3,2030,0,Seattle,196995.0
195000.0,3,1.75,1380,7350,1.0,0,0,3,990,390,Covington,192987.0
1506000.0,4,3.25,3660,5800,2.5,0,0,3,3360,300,Seattle,1504005.0
288400.0,3,2.25,1870,3230,2.0,0,0,3,1870,0,Renton,286403.0
442000.0,4,2.25,2080,12007,1.0,0,0,4,1220,860,Sammamish,440021.0
619420.0,4,2.75,2450,14803,2.0,0,0,4,2450,0,Newcastle,617432.0
635000.0,4,2.25,2750,6180,1.0,0,0,4,1500,1250,Seattle,633052.0
210000.0,3,1.0,1240,4842,1.0,0,0,4,1240,0,Seattle,208084.0
512500.0,3,2.5,1900,7604,2.0,0,0,3,1900,0,Kirkland,510491.0
567000.0,3,2.5,2540,6093,2.0,0,0,3,2540,0,Kirkland,565001.0
525000.0,3,2.75,2100,10362,2.0,0,0,3,1510,590,Snoqualmie Pass,522994.0
475000.0,4,2.0,1790,2250,1.0,0,2,4,840,950,Seattle,473011.0
250000.0,3,2.0,1170,7258,1.0,0,0,3,1170,0,Auburn,248016.0
220000.0,3,1.0,1060,9126,1.0,0,2,5,1060,0,Enumclaw,218044.0
230000.0,5,2.0,1930,6120,1.5,0,0,3,1930,0,Seattle,228031.0
385500.0,3,2.0,1540,7947,1.0,0,0,3,1120,420,Bothell,383496.0
895000.0,5,3.0,2876,13927,1.0,0,2,4,1970,906,Mercer Island,893027.0
368250.0,3,2.5,2150,7484,2.0,0,0,3,2150,0,Sammamish,366250.0
249900.0,2,1.0,1140,5500,1.0,0,0,3,1140,0,Seattle,247888.0
350000.0,3,1.5,980,7790,1.0,0,0,5,980,0,Kirkland,348031.0
175000.0,3,1.75,1230,13056,1.0,0,0,4,1230,0,Auburn,173038.0
270000.0,3,1.75,1390,10905,1.0,0,0,3,860,530,Seattle,268000.0
495000.0,3,3.5,2380,6250,2.0,0,3,3,1670,710,Seattle,493003.0
1580000.0,3,3.25,3690,7200,2.0,0,0,3,3690,0,Kirkland,1577993.0
542500.0,5,3.25,3010,1074218,1.5,0,0,5,2010,1000,Issaquah,540569.0
330000.0,3,1.0,1250,9126,1.0,0,0,3,1250,0,Woodinville,327990.0
1003000.0,4,2.75,2290,6120,2.0,0,0,4,2170,120,Seattle,1001007.0
299800.0,2,1.0,790,5240,1.0,0,0,4,790,0,Seattle,297832.0
299900.0,3,2.5,2720,6014,2.0,0,0,3,2720,0,Auburn,297898.0
691000.0,4,2.75,2550,8632,1.0,0,0,3,1700,850,Kirkland,688998.0
195000.0,2,1.0,1080,3899,1.0,0,0,4,1080,0,Des Moines,193028.0
405000.0,3,1.75,2470,9620,1.0,0,1,4,1570,900,Des Moines,403038.0
360000.0,2,0.75,850,7710,1.0,0,2,5,550,300,Seattle,358012.0
256750.0,3,2.5,1990,8991,1.0,0,0,3,1570,420,Kent,254740.0
332500.0,3,2.25,1800,10500,2.0,0,0,3,1800,0,Maple Valley,330505.0
975000.0,5,4.0,4850,36450,2.0,0,0,3,4850,0,Bellevue,972996.0
218000.0,3,1.0,1020,7874,1.0,0,0,3,1020,0,Seattle,215999.0
429000.0,3,2.5,2420,49928,2.0,0,0,3,1860,560,Issaquah,427015.0
589000.0,4,2.5,2910,5776,2.0,0,2,3,2910,0,Snoqualmie,586994.0
255000.0,3,1.5,1060,9039,1.0,0,0,3,1060,0,Renton,252987.0
668750.0,4,2.5,2340,6420,1.0,0,2,3,1590,750,Shoreline,666750.0
344500.0,4,2.75,1800,5453,1.0,0,0,3,1050,750,Renton,342498.0
452000.0,4,2.0,1660,6150,1.0,0,0,3,850,810,Seattle,449990.0
540000.0,3,1.75,1300,62290,1.0,0,0,3,1300,0,Redmond,537991.0
246000.0,3,1.5,1780,23819,1.0,0,0,3,1780,0,Seattle,244047.0
535000.0,2,1.0,1030,4841,1.0,0,0,3,920,110,Seattle,533031.0
970000.0,4,3.25,2790,5420,1.0,0,3,3,1130,1660,Shoreline,967987.0
430000.0,3,1.0,1150,3000,1.0,0,0,5,1150,0,Seattle,428094.0
520000.0,4,2.5,3290,11446,2.0,0,0,3,3290,0,Kenmore,518008.0
712000.0,4,2.5,3400,247421,2.0,0,0,3,3400,0,Ravensdale,709999.0
450000.0,2,1.0,1200,4000,1.0,0,0,3,1070,130,Seattle,448004.0
220000.0,4,2.5,2160,8005,2.0,0,0,3,2160,0,Pacific,218007.0
525000.0,3,1.0,1450,4000,1.0,0,1,4,950,500,Seattle,523052.0
1220000.0,4,2.5,3240,3600,2.0,0,0,3,2060,1180,Seattle,1217992.0
540000.0,3,2.0,1470,1691,2.0,0,0,3,1000,470,Seattle,537993.0
600000.0,4,2.5,2360,5226,2.0,0,0,3,2360,0,Kirkland,597999.0
600000.0,3,2.25,2230,9053,2.0,0,0,4,2230,0,Bellevue,598013.0
625000.0,4,2.5,2630,48706,2.0,0,0,3,2630,0,Woodinville,623014.0
150000.0,3,1.0,1010,25000,1.0,0,0,3,1010,0,Carnation,148037.0
389999.0,3,2.25,1445,1471,2.0,0,0,3,1300,145,Issaquah,387996.0
285000.0,3,1.75,2380,6000,1.5,0,0,3,1320,1060,Seattle,283026.0
744000.0,4,2.75,2830,13059,2.0,0,0,3,2830,0,Sammamish,741994.0
700000.0,4,2.5,3010,46173,2.0,0,0,3,3010,0,Redmond,698004.0
318989.0,4,2.25,2000,9000,1.0,0,0,4,2000,0,Federal Way,316989.0
556000.0,3,2.25,2020,3600,2.0,0,0,3,2020,0,Kirkland,553994.0
