tpep_pickup_datetime	tpep_dropoff_datetime	passenger_count	trip_distance	RatecodeID	store_and_fwd_flag	payment_type	fare_amount	extra	mta_tax	tip_amount	tolls_amount	improvement_surcharge	total_amount
01-08-17 2:53	01-08-17 2:54	1	0.16	1	N	2	3	0.5	0.5	0	0	0.3	4.3
5/16/2017 8:05	5/16/2017 8:12	1	0.7	1	N	1	6	0	0.5	1.35	0	0.3	8.15
7/29/2017 3:44	7/29/2017 3:48	3	0.78	1	N	1	4.5	0.5	0.5	1	0	0.3	6.8
08-11-17 5:48	08-11-17 5:54	1	1.4	1	N	1	7	0	0.5	3	0	0.3	10.8
04-11-17 22:20	04-11-17 22:28	1	2	1	N	1	8.5	0.5	0.5	1.5	0	0.3	11.3
12-09-17 15:56	12-09-17 16:15	1	3.58	1	N	1	15	0	0.5	3.95	0	0.3	19.75
02-10-17 8:55	02-10-17 9:16	1	3.8	2	Y	1	52	0	0.5	11.65	5.54	0.3	69.99
06-01-17 8:50	06-01-17 8:55	1	0.72	1	N	1	5.5	0	0.5	1.58	0	0.3	7.88
3/29/2017 11:29	3/29/2017 11:41	1	1.11	1	N	1	9	0	0.5	2.45	0	0.3	12.25
12-04-17 12:34	12-04-17 12:43	1	0.73	1	N	1	7	0	0.5	1.56	0	0.3	9.36
7/21/2017 16:25	7/21/2017 16:28	1	0.35	1	N	1	4	1	0.5	1.16	0	0.3	6.96
5/26/2017 22:16	5/26/2017 22:37	1	9.37	1	N	1	28	0.5	0.5	5.86	0	0.3	35.16
03-12-17 14:34	03-12-17 14:46	1	1.6	1	N	2	9.5	0	0.5	0	0	0.3	10.3
8/13/2017 21:01	8/13/2017 21:07	1	1	1	N	2	6	0.5	0.5	0	0	0.3	7.3
06-03-17 22:15	06-03-17 22:22	2	1.05	1	N	2	7	0.5	0.5	0	0	0.3	8.3
10/18/2017 19:39	10/18/2017 19:44	2	0.85	1	N	2	5.5	1	0.5	0	0	0.3	7.3
06-01-17 15:16	06-01-17 16:07	1	11.7	1	N	1	41	0	0.5	9.5	5.76	0.3	57.06
5/31/2017 9:05	5/31/2017 9:19	1	1.44	1	N	1	10	0	0.5	2.7	0	0.3	13.5
2/28/2017 21:58	2/28/2017 22:00	2	0.72	1	N	1	4	0.5	0.5	1	0	0.3	6.3
6/16/2017 5:58	6/16/2017 6:36	1	17.73	2	N	2	52	0	0.5	0	5.76	0.3	58.56
06-05-17 19:24	06-05-17 19:30	1	0.54	1	N	2	5	1	0.5	0	0	0.3	6.8
5/13/2017 14:35	5/13/2017 14:52	2	2.05	1	N	1	12	0	0.5	3.84	0	0.3	16.64
8/29/2017 19:47	8/29/2017 19:51	1	0.39	1	N	1	4.5	1	0.5	0	0	0.3	6.3
07-06-17 23:58	07-07-17 0:13	3	2.52	1	N	1	12.5	0.5	0.5	1.5	0	0.3	15.3
10-09-17 9:37	10-09-17 9:42	1	0.8	1	N	1	5	0	0.5	1.15	0	0.3	6.95
8/31/2017 5:53	8/31/2017 6:04	1	3.27	1	N	1	11.5	0.5	0.5	1	0	0.3	13.8
06-09-17 16:59	06-09-17 17:23	2	1.93	1	N	1	15	1	0.5	2	0	0.3	18.8
2/21/2017 3:35	2/21/2017 3:48	1	5.38	1	N	2	16.5	0.5	0.5	0	0	0.3	17.8
11-01-17 23:53	11-02-17 0:09	1	2.66	1	N	1	12.5	0.5	0.5	3.45	0	0.3	17.25
1/16/2017 7:24	1/16/2017 7:30	1	0.9	1	N	1	6	0	0.5	1.35	0	0.3	8.15
10-02-17 7:59	10-02-17 8:04	1	0.36	1	N	1	4.5	0	0.5	1.32	0	0.3	6.62
10/31/2017 8:41	10/31/2017 8:47	1	0.3	1	N	2	5.5	0	0.5	0	0	0.3	6.3
03-11-17 11:10	03-11-17 11:23	1	0.97	1	N	1	9.5	0	0.5	2.06	0	0.3	12.36
5/30/2017 23:25	5/30/2017 23:30	1	0.8	1	N	2	5	0.5	0.5	0	0	0.3	6.3
7/18/2017 2:18	7/18/2017 2:48	1	21.3	2	N	1	52	0	0.5	10	0	0.3	62.8
6/16/2017 23:38	6/16/2017 23:49	1	1	1	N	1	8.5	0.5	0.5	1.95	0	0.3	11.75
3/18/2017 16:01	3/18/2017 16:13	1	1.94	1	N	2	9.5	0	0.5	0	0	0.3	10.3
07-10-17 20:41	07-10-17 20:46	6	1.21	1	N	1	5.5	0.5	0.5	1.36	0	0.3	8.16
5/25/2017 19:49	5/25/2017 20:09	6	2.72	1	N	1	14	1	0.5	3.95	0	0.3	19.75
3/25/2017 1:38	3/25/2017 1:47	1	1.05	1	N	1	7	0.5	0.5	1.66	0	0.3	9.96
8/24/2017 4:19	8/24/2017 4:32	1	3.6	1	N	1	13	0.5	0.5	2	0	0.3	16.3
4/29/2017 15:58	4/29/2017 16:08	5	1.84	1	N	1	9.5	0	0.5	2.58	0	0.3	12.88
7/29/2017 20:07	7/29/2017 20:38	2	10.9	1	N	1	34.5	0	0.5	2	0	0.3	37.3
01-12-17 19:23	01-12-17 19:32	3	1.36	1	N	1	7.5	1	0.5	1.86	0	0.3	11.16
02-11-17 22:25	02-11-17 22:44	6	2.26	1	N	1	13.5	0.5	0.5	2.96	0	0.3	17.76
3/22/2017 21:19	3/22/2017 21:32	5	1.6	1	N	2	10	0.5	0.5	0	0	0.3	11.3
6/19/2017 17:10	6/19/2017 17:25	1	1.89	1	N	1	11	1	0.5	2.56	0	0.3	15.36
04-11-17 21:58	04-11-17 22:15	1	4.3	1	N	1	15	0.5	0.5	3.25	0	0.3	19.55
03-04-17 20:33	03-04-17 20:38	1	0.97	1	N	1	5.5	0.5	0.5	1.36	0	0.3	8.16
02-07-17 20:05	02-07-17 20:11	1	0.99	1	N	1	6	0.5	0.5	1.46	0	0.3	8.76
01-03-17 16:09	01-03-17 16:23	5	2.89	1	N	1	12	1	0.5	2.76	0	0.3	16.56
8/17/2017 7:30	8/17/2017 7:37	1	1.2	1	N	1	6.5	0	0.5	1.45	0	0.3	8.75
04-02-17 13:21	04-02-17 13:31	1	1.8	1	N	1	9	0	0.5	2.45	0	0.3	12.25
11/24/2017 4:32	11/24/2017 4:32	1	0.01	1	N	2	2.5	0.5	0.5	0	0	0.3	3.8
11/16/2017 21:10	11/16/2017 21:16	5	0.71	1	N	1	5.5	0.5	0.5	1.36	0	0.3	8.16
04-09-17 11:37	04-09-17 12:02	2	6.31	1	N	1	22.5	0	0.5	4.66	0	0.3	27.96
11/15/2017 17:08	11/15/2017 17:14	1	0.8	1	N	2	6	1	0.5	0	0	0.3	7.8
07-08-17 12:10	07-08-17 12:28	1	1	1	N	2	11.5	0	0.5	0	0	0.3	12.3
10-12-17 7:50	10-12-17 8:02	1	1.1	1	N	1	8.5	0	0.5	1.7	0	0.3	11
8/25/2017 23:22	8/25/2017 23:31	3	1.32	1	N	1	7.5	0.5	0.5	1.76	0	0.3	10.56
03-09-17 4:11	03-09-17 4:25	1	4.24	1	N	2	14.5	0.5	0.5	0	0	0.3	15.8
8/21/2017 7:11	8/21/2017 7:20	1	2.5	1	N	1	9.5	0	0.5	2.05	0	0.3	12.35
2/16/2017 9:17	2/16/2017 9:37	1	2.41	1	N	1	13.5	0	0.5	2.86	0	0.3	17.16
12-02-17 18:18	12-02-17 18:38	2	1.93	1	N	2	13	0	0.5	0	0	0.3	13.8
4/17/2017 20:29	4/17/2017 20:38	1	1.8	1	N	1	8.5	0.5	0.5	1	0	0.3	10.8
03-03-17 9:30	03-03-17 9:43	4	2.48	1	N	1	11	0	0.5	2	0	0.3	13.8
11-06-17 18:34	11-06-17 18:47	1	1.56	1	N	1	9.5	1	0.5	3	0	0.3	14.3
8/20/2017 23:49	8/21/2017 0:05	2	3.4	1	N	2	13	0.5	0.5	0	0	0.3	14.3
7/31/2017 16:50	7/31/2017 16:53	1	0.5	1	N	1	4	1	0.5	1.6	0	0.3	7.4
06-06-17 1:54	06-06-17 1:59	1	0.7	1	N	2	5.5	0.5	0.5	0	0	0.3	6.8
3/17/2017 10:44	3/17/2017 10:50	1	0.5	1	N	1	5	0	0.5	1.45	0	0.3	7.25
4/14/2017 10:20	4/14/2017 10:25	5	0.87	1	N	2	5.5	0	0.5	0	0	0.3	6.3
06-08-17 19:29	06-08-17 19:51	1	3.6	1	N	1	18	1	0.5	3	0	0.3	22.8
4/27/2017 1:56	4/27/2017 2:07	1	4.39	1	N	2	14	0.5	0.5	0	0	0.3	15.3
4/17/2017 13:00	4/17/2017 13:05	1	0.6	1	N	2	5	0	0.5	0	0	0.3	5.8
04-03-17 10:10	04-03-17 10:16	1	0.3	1	N	2	5	0	0.5	0	0	0.3	5.8
11/13/2017 12:40	11/13/2017 13:03	1	6.5	1	N	1	22.5	0	0.5	0	0	0.3	23.3
12-01-17 12:45	12-01-17 13:33	1	7.9	1	N	2	33.5	0	0.5	0	0	0.3	34.3
11-09-17 23:27	11-09-17 23:37	2	1.5	1	N	1	8.5	0.5	0.5	1.95	0	0.3	11.75
6/13/2017 19:31	6/13/2017 19:37	1	0.7	1	N	1	6.5	1	0.5	2.05	0	0.3	10.35
5/14/2017 8:48	5/14/2017 8:50	1	0.53	1	N	1	4	0	0.5	0.96	0	0.3	5.76
3/13/2017 0:39	3/13/2017 0:47	1	2.04	1	N	1	8.5	0.5	0.5	2.45	0	0.3	12.25
11-11-17 9:39	11-11-17 9:51	6	1.23	1	N	1	8.5	0	0.5	1	0	0.3	10.3
9/20/2017 13:15	9/20/2017 13:19	1	0.5	1	N	2	4.5	0	0.5	0	0	0.3	5.3
10/24/2017 18:54	10/24/2017 19:05	2	1.6	1	N	1	8.5	1	0.5	2.05	0	0.3	12.35
03-03-17 6:21	03-03-17 6:34	5	7.46	1	N	1	22	0	0.5	3.5	0	0.3	26.3
08-05-17 9:41	08-05-17 9:56	1	2.6	1	N	1	12	0	0.5	2.56	0	0.3	15.36
11/28/2017 10:44	11/28/2017 11:24	1	7.1	1	N	1	30	0	0.5	6.15	0	0.3	36.95
5/18/2017 9:36	5/18/2017 10:14	1	10.9	1	N	2	36.5	0	0.5	0	5.76	0.3	43.06
2/14/2017 20:45	2/14/2017 21:00	1	3.5	1	N	2	14	0.5	0.5	0	0	0.3	15.3
12/21/2017 12:52	12/21/2017 13:13	1	2.3	1	N	1	14.5	0	0.5	3.05	0	0.3	18.35
4/17/2017 14:24	4/17/2017 15:29	1	16.9	2	N	1	52	0	0.5	13.2	0	0.3	66
10/21/2017 16:51	10/21/2017 17:09	1	3	1	N	1	14.5	0	0.5	3.06	0	0.3	18.36
08-09-17 21:11	08-09-17 21:30	1	3.3	1	N	1	14.5	0.5	0.5	3.15	0	0.3	18.95
6/23/2017 18:25	6/23/2017 18:28	1	1.2	1	N	1	5.5	1	0.5	1.45	0	0.3	8.75
11-08-17 8:09	11-08-17 8:17	2	1.08	1	N	1	7	0	0.5	0	0	0.3	7.8
8/15/2017 9:59	8/15/2017 10:40	1	12.1	1	N	1	42	0	0.5	5	5.76	0.3	53.56
02-04-17 14:17	02-04-17 14:20	1	0.8	1	N	2	5	0	0.5	0	0	0.3	5.8
7/23/2017 2:32	7/23/2017 2:39	1	1.6	1	N	1	7.5	0.5	0.5	1.75	0	0.3	10.55
8/26/2017 14:54	8/26/2017 15:05	1	1.9	1	N	1	9.5	0	0.5	1	0	0.3	11.3
07-07-17 17:35	07-07-17 17:52	1	2.33	1	N	1	12.5	1	0.5	2.86	0	0.3	17.16
6/21/2017 21:01	6/21/2017 21:08	1	1	1	N	1	6.5	0.5	0.5	1.95	0	0.3	9.75
10/22/2017 14:26	10/22/2017 15:02	1	4.93	1	N	2	25.5	0	0.5	0	0	0.3	26.3
10-11-17 11:09	10-11-17 11:23	1	1.1	1	N	1	9.5	0	0.5	2	0	0.3	12.3
1/19/2017 23:10	1/19/2017 23:46	1	10.7	1	N	1	37	0.5	0.5	4	0	0.3	42.3
02-04-17 19:02	02-04-17 19:08	1	1	1	N	1	5.5	0	0.5	1.25	0	0.3	7.55
1/15/2017 4:31	1/15/2017 4:36	1	0.85	1	N	2	5.5	0.5	0.5	0	0	0.3	6.8
04-07-17 15:07	04-07-17 15:17	1	1.14	1	N	1	8	0	0.5	1.76	0	0.3	10.56
07-06-17 20:16	07-06-17 21:05	1	7.6	1	N	1	34.5	0.5	0.5	7.15	0	0.3	42.95
05-09-17 18:03	05-09-17 18:14	1	1.2	1	N	2	8.5	1	0.5	0	0	0.3	10.3
5/24/2017 17:14	5/24/2017 17:20	1	1	1	N	2	6.5	1	0.5	0	0	0.3	8.3
08-05-17 12:43	08-05-17 12:56	1	2.43	1	N	2	11	0	0.5	0	0	0.3	11.8
6/19/2017 9:59	6/19/2017 10:09	1	1.78	1	N	2	9	0	0.5	0	0	0.3	9.8
7/26/2017 23:21	7/26/2017 23:31	1	1.79	1	N	2	8.5	0.5	0.5	0	0	0.3	9.8
4/29/2017 12:53	4/29/2017 13:03	1	0.7	1	N	1	7	0	0.5	1	0	0.3	8.8
11-05-17 1:35	11-05-17 1:43	1	1.58	1	N	1	7.5	0.5	0.5	0	0	0.3	8.8
07-04-17 13:57	07-04-17 14:00	3	0.67	1	N	2	4.5	0	0.5	0	0	0.3	5.3
04-07-17 19:37	04-07-17 19:47	1	2.1	1	N	1	9.5	1	0.5	2.25	0	0.3	13.55
1/21/2017 10:43	1/21/2017 11:00	1	6.1	1	N	2	20	0	0.5	0	0	0.3	20.8
06-11-17 18:49	06-11-17 19:12	1	3.34	1	N	1	16.5	0	0.5	1.73	0	0.3	19.03
7/13/2017 10:28	7/13/2017 10:42	1	1.3	1	N	1	9.5	0	0.5	2.05	0	0.3	12.35
4/19/2017 16:24	4/19/2017 16:43	1	2.54	1	N	1	14	1	0.5	1.5	0	0.3	17.3
11-11-17 15:27	11-11-17 15:35	1	1.4	1	N	1	7	0	0.5	1.55	0	0.3	9.35
11-10-17 23:11	11-10-17 23:30	3	2.68	1	N	1	13.5	0.5	0.5	2.96	0	0.3	17.76
4/21/2017 9:23	4/21/2017 9:50	6	2.24	1	N	1	16.5	0	0.5	3.46	0	0.3	20.76
3/29/2017 19:54	3/29/2017 20:36	2	17.2	2	N	2	52	4.5	0.5	0	5.76	0.3	63.06
09-01-17 8:43	09-01-17 9:25	2	18.85	2	N	2	52	0	0.5	0	5.76	0.3	58.56
1/26/2017 18:00	1/26/2017 18:08	1	0.81	1	N	2	6	1	0.5	0	0	0.3	7.8
7/26/2017 21:20	7/26/2017 21:20	3	0	1	N	2	2.5	0.5	0.5	0	0	0.3	3.8
12-03-17 17:11	12-03-17 18:00	1	10.2	1	N	2	39.5	0	0.5	0	0	0.3	40.3
12/20/2017 21:51	12/20/2017 22:20	1	10.3	1	N	1	32	0.5	0.5	7.8	5.76	0.3	46.86
01-04-17 22:23	01-04-17 22:30	1	1.33	1	N	1	7	0.5	0.5	1.66	0	0.3	9.96
2/24/2017 22:51	2/24/2017 23:02	1	0.82	1	N	1	8.5	0.5	0.5	2.45	0	0.3	12.25
5/22/2017 12:02	5/22/2017 12:08	1	0.92	1	N	2	5.5	0	0.5	0	0	0.3	6.3
6/19/2017 7:17	6/19/2017 7:29	1	2.91	1	N	1	11.5	0	0.5	1.5	0	0.3	13.8
07-12-17 22:04	07-12-17 22:14	2	2.31	1	N	1	10	0.5	0.5	2.26	0	0.3	13.56
12/30/2017 16:26	12/30/2017 16:30	1	0.7	1	N	1	5	0	0.5	1.7	0	0.3	7.5
4/24/2017 18:16	4/24/2017 18:26	3	1.99	1	N	1	9	1	0.5	0	0	0.3	10.8
8/25/2017 18:30	8/25/2017 18:43	1	1.1	1	N	2	9	1	0.5	0	0	0.3	10.8
7/25/2017 12:43	7/25/2017 12:56	1	1.18	1	N	2	9.5	0	0.5	0	0	0.3	10.3
06-08-17 4:38	06-08-17 4:45	1	1.6	1	N	2	7	0.5	0.5	0	0	0.3	8.3
4/25/2017 14:04	4/25/2017 14:14	1	1.74	1	N	1	9	0	0.5	1.96	0	0.3	11.76
8/15/2017 10:11	8/15/2017 10:35	1	1.74	1	N	2	15	0	0.5	0	0	0.3	15.8
5/28/2017 13:20	5/28/2017 13:35	1	1.94	1	N	2	11	0	0.5	0	0	0.3	11.8
04-12-17 9:45	04-12-17 9:55	2	1.37	1	N	2	8.5	0	0.5	0	0	0.3	9.3
8/20/2017 14:33	8/20/2017 14:45	1	0.6	1	N	1	8.5	0	0.5	1.85	0	0.3	11.15
01-02-17 11:41	01-02-17 11:46	2	0.92	1	N	2	5.5	0	0.5	0	0	0.3	6.3
07-10-17 20:07	07-10-17 20:20	1	2	1	Y	1	10	0.5	0.5	2.25	0	0.3	13.55
12/24/2017 22:32	12/24/2017 22:37	1	1.11	1	N	1	6	0.5	0.5	1.46	0	0.3	8.76
2/25/2017 10:38	2/25/2017 10:47	6	1.04	1	N	1	7.5	0	0.5	1.66	0	0.3	9.96
3/29/2017 13:18	3/29/2017 13:19	1	0.07	1	N	1	2.5	0	0.5	0.66	0	0.3	3.96
06-04-17 21:13	06-04-17 21:24	1	2	1	N	1	10	0.5	0.5	1	0	0.3	12.3
07-06-17 12:37	07-06-17 13:08	2	12.1	1	N	1	34.5	0	0.5	7.05	0	0.3	42.35
9/17/2017 14:41	9/17/2017 14:56	2	1.84	1	N	1	11	0	0.5	2	0	0.3	13.8
10/22/2017 15:40	10/22/2017 15:56	1	1.53	1	N	1	11	0	0.5	2.36	0	0.3	14.16
1/17/2017 23:52	1/18/2017 0:27	1	11.5	1	N	2	35.5	0.5	0.5	0	0	0.3	36.8
6/14/2017 17:54	6/14/2017 18:07	5	1.02	1	N	2	8.5	1	0.5	0	0	0.3	10.3
5/14/2017 9:10	5/14/2017 9:16	1	1.31	1	N	1	7	0	0.5	0	0	0.3	7.8
8/14/2017 10:56	8/14/2017 11:23	1	2.12	1	N	1	18	0	0.5	2	0	0.3	20.8
12/24/2017 1:29	12/24/2017 1:31	2	0.51	1	N	1	3.5	0.5	0.5	0.96	0	0.3	5.76
06-12-17 15:03	06-12-17 15:12	5	0.85	1	N	1	7	0	0.5	1.56	0	0.3	9.36
5/14/2017 13:05	5/14/2017 13:17	1	2.3	1	N	1	10.5	0	0.5	2.25	0	0.3	13.55
07-11-17 16:55	07-11-17 17:02	2	0.83	1	N	1	6.5	1	0.5	1.16	0	0.3	9.46
11/20/2017 16:13	11/20/2017 16:31	1	2.9	1	N	1	14	1	0.5	2.5	0	0.3	18.3
10-02-17 15:49	10-02-17 16:07	1	1.43	1	N	2	12	0	0.5	0	0	0.3	12.8
11/19/2017 20:01	11/19/2017 20:11	1	1.3	1	N	1	8	0.5	0.5	1	0	0.3	10.3
11-04-17 19:38	11-04-17 20:13	1	6	1	N	1	24.5	0	0.5	2.5	0	0.3	27.8
7/27/2017 0:56	7/27/2017 1:10	2	3.69	1	N	2	13	0.5	0.5	0	0	0.3	14.3
01-06-17 16:29	01-06-17 16:40	1	2.3	1	N	1	10	1	0.5	0	0	0.3	11.8
2/16/2017 11:23	2/16/2017 11:42	2	2.44	1	N	2	13	0	0.5	0	0	0.3	13.8
06-05-17 10:25	06-05-17 10:52	5	3.56	1	N	1	19.5	0	0.5	4.06	0	0.3	24.36
9/21/2017 7:33	9/21/2017 8:27	1	18.67	2	N	1	52	0	0.5	11.71	5.76	0.3	70.27
4/24/2017 7:02	4/24/2017 7:07	1	0.9	1	N	1	5.5	0	0.5	1.5	0	0.3	7.8
10/13/2017 15:31	10/13/2017 16:09	1	4.12	1	N	1	23.5	0	0.5	6.08	0	0.3	30.38
11-02-17 11:58	11-02-17 12:15	1	0.97	1	N	2	11	0	0.5	0	0	0.3	11.8
7/26/2017 19:56	7/26/2017 20:07	1	1.7	1	N	1	9.5	1	0.5	2.8	0	0.3	14.1
10-04-17 0:16	10-04-17 0:42	2	8	1	N	2	27	0.5	0.5	0	0	0.3	28.3
11/30/2017 23:34	11/30/2017 23:38	1	1.14	1	N	1	5.5	0.5	0.5	1.36	0	0.3	8.16
5/17/2017 14:27	5/17/2017 14:30	1	0.6	1	N	1	4.5	0	0.5	0.8	0	0.3	6.1
1/19/2017 14:27	1/19/2017 14:52	6	1.75	1	N	1	15	0	0.5	3.16	0	0.3	18.96
10/18/2017 11:59	10/18/2017 12:48	1	25.7	2	N	2	52	0	0.5	0	5.76	0.3	58.56
5/15/2017 19:47	5/15/2017 19:57	1	1.93	1	N	1	8.5	1	0.5	2.06	0	0.3	12.36
6/21/2017 18:13	6/21/2017 18:50	5	2.93	1	N	1	22	1	0.5	4	0	0.3	27.8
04-06-17 7:46	04-06-17 8:25	1	8.3	1	N	1	29.5	0	0.5	5	5.76	0.3	41.06
4/21/2017 13:42	4/21/2017 13:47	1	0.5	1	N	1	5	0	0.5	0	0	0.3	5.8
1/28/2017 19:44	1/28/2017 20:00	1	4.1	1	N	2	15.5	0.5	0.5	0	0	0.3	16.8
04-02-17 17:07	04-02-17 17:11	1	0.78	1	N	2	5	0	0.5	0	0	0.3	5.8
10-05-17 8:06	10-05-17 8:15	1	0.9	1	N	2	7.5	0	0.5	0	0	0.3	8.3
3/23/2017 15:02	3/23/2017 15:25	1	2.1	1	N	1	14.5	0	0.5	1.75	0	0.3	17.05
2/24/2017 14:27	2/24/2017 14:32	1	0.4	1	N	2	5	0	0.5	0	0	0.3	5.8
11/14/2017 8:23	11/14/2017 8:40	1	6.2	1	N	1	19.5	0	0.5	4.05	0	0.3	24.35
05-05-17 9:38	05-05-17 9:48	1	1.32	1	N	1	8	0	0.5	1.76	0	0.3	10.56
11/28/2017 18:05	11/28/2017 18:40	1	4.68	1	N	1	23.5	1	0.5	6.32	0	0.3	31.62
6/13/2017 20:08	6/13/2017 20:18	1	1.94	1	N	1	9	0.5	0.5	2.06	0	0.3	12.36
10-11-17 19:17	10-11-17 19:36	1	1.3	1	N	1	12.5	1	0.5	2.85	0	0.3	17.15
10/20/2017 2:29	10/20/2017 2:47	1	5.5	1	N	1	19	0.5	0.5	3	0	0.3	23.3
7/19/2017 12:36	7/19/2017 13:01	2	8.1	1	N	1	27	0	0.5	5.56	0	0.3	33.36
9/24/2017 2:21	9/24/2017 2:26	1	0.72	1	N	1	5	0.5	0.5	1	0	0.3	7.3
09-11-17 6:42	09-11-17 6:54	2	3.94	1	N	2	13.5	0	0.5	0	0	0.3	14.3
12/21/2017 11:05	12/21/2017 11:34	3	1.74	1	N	2	17	0	0.5	0	0	0.3	17.8
05-08-17 8:43	05-08-17 8:53	1	1.5	1	N	1	8.5	0	0.5	1	0	0.3	10.3
1/26/2017 22:24	1/26/2017 22:28	1	1.1	1	N	2	5.5	0.5	0.5	0	0	0.3	6.8
4/13/2017 14:11	4/13/2017 14:25	1	3.14	1	N	2	13	0	0.5	0	0	0.3	13.8
06-02-17 14:54	06-02-17 15:18	1	2.6	1	N	1	15.5	0	0.5	3.25	0	0.3	19.55
4/19/2017 16:33	4/19/2017 18:10	4	12.6	1	N	2	61.5	1	0.5	0	0	0.3	63.3
03-06-17 21:45	03-06-17 21:57	3	2.4	1	N	1	11	0.5	0.5	3.05	0	0.3	15.35
01-03-17 17:21	01-03-17 18:25	2	25.8	4	N	1	85.5	1	0.5	0	5.54	0.3	92.84
10/26/2017 23:23	10/27/2017 0:00	4	8	1	N	1	31	0.5	0.5	0.01	0	0.3	32.31
8/19/2017 18:55	8/19/2017 19:04	3	1.69	1	N	1	8	0	0.5	1.76	0	0.3	10.56
11/13/2017 14:32	11/13/2017 14:37	5	0.97	1	N	1	5.5	0	0.5	1	0	0.3	7.3
05-03-17 10:41	05-03-17 10:47	1	1	1	N	1	6	0	0.5	2	0	0.3	8.8
10/21/2017 17:15	10/21/2017 17:26	2	1.2	1	N	2	8.5	0	0.5	0	0	0.3	9.3
7/17/2017 5:50	7/17/2017 6:12	1	5.7	1	N	1	21	0.5	0.5	1	0	0.3	23.3
01-08-17 13:01	01-08-17 13:04	2	0.7	1	N	1	4.5	0	0.5	0.79	0	0.3	6.09
01-01-17 1:36	01-01-17 1:42	1	0.88	1	N	1	5.5	0.5	0.5	1.36	0	0.3	8.16
4/18/2017 6:47	4/18/2017 6:58	1	1.43	1	N	1	8.5	0	0.5	1.86	0	0.3	11.16
1/30/2017 19:00	1/30/2017 19:17	2	1.88	1	N	2	12	1	0.5	0	0	0.3	13.8
2/26/2017 13:03	2/26/2017 13:09	1	1.36	1	N	2	7	0	0.5	0	0	0.3	7.8
03-08-17 18:22	03-08-17 18:42	1	3.2	1	N	1	15.5	1	0.5	1	0	0.3	18.3
12-08-17 15:54	12-08-17 16:05	1	1.52	1	N	1	9	0	0.5	1.96	0	0.3	11.76
09-06-17 19:02	09-06-17 19:06	1	0.4	1	N	2	4.5	1	0.5	0	0	0.3	6.3
08-03-17 11:37	08-03-17 11:55	1	2.1	1	N	1	13	0	0.5	2.75	0	0.3	16.55
12-05-17 15:21	12-05-17 15:24	2	0.5	1	N	2	4	0	0.5	0	0	0.3	4.8
08-12-17 23:28	08-12-17 23:49	2	3.79	1	N	2	16	0.5	0.5	0	0	0.3	17.3
07-07-17 1:43	07-07-17 1:53	4	1.4	1	N	1	8	0.5	0.5	1	0	0.3	10.3
2/13/2017 15:03	2/13/2017 15:21	1	1.7	1	N	1	12	0	0.5	2.55	0	0.3	15.35
3/16/2017 5:51	3/16/2017 5:51	1	0.03	1	N	2	2.5	0.5	0.5	0	0	0.3	3.8
08-08-17 11:25	08-08-17 11:36	1	1.1	1	N	1	8.5	0	0.5	1.5	0	0.3	10.8
10-11-17 11:47	10-11-17 11:57	6	1.18	1	N	1	8	0	0.5	1.76	0	0.3	10.56
2/18/2017 15:58	2/18/2017 16:08	1	0.98	1	N	2	7.5	0	0.5	0	0	0.3	8.3
11-05-17 23:31	11-05-17 23:47	1	3.54	1	N	2	14.5	0.5	0.5	0	0	0.3	15.8
03-05-17 18:42	03-05-17 19:02	2	2.63	1	N	1	14.5	0	0.5	3	0	0.3	18.3
06-05-17 19:36	06-05-17 20:01	1	10.58	1	N	1	31	1	0.5	6.56	0	0.3	39.36
11/27/2017 23:19	11/27/2017 23:22	1	1	1	N	1	5	0.5	0.5	1.26	0	0.3	7.56
9/20/2017 7:05	9/20/2017 7:07	1	0.5	1	N	1	3.5	0	0.5	0.85	0	0.3	5.15
2/14/2017 20:39	2/14/2017 20:45	1	0.7	1	N	2	5.5	0.5	0.5	0	0	0.3	6.8
10-03-17 10:17	10-03-17 11:00	1	9.8	1	N	1	34.5	0	0.5	8.2	5.76	0.3	49.26
10/20/2017 22:41	10/20/2017 23:20	1	8.8	1	N	1	32	0.5	0.5	6.65	0	0.3	39.95
6/22/2017 16:11	6/22/2017 16:27	2	2.1	1	N	2	12	1	0.5	0	0	0.3	13.8
1/18/2017 17:09	1/18/2017 17:26	1	3.07	1	N	1	13.5	1	0.5	3	0	0.3	18.3
2/17/2017 10:13	2/17/2017 10:31	1	2.4	1	N	2	13	0	0.5	0	0	0.3	13.8
11/24/2017 13:36	11/24/2017 13:40	1	1.13	1	N	2	5	0	0.5	0	0	0.3	5.8
8/25/2017 2:45	8/25/2017 2:54	1	1.7	1	N	1	8.5	0.5	0.5	1.95	0	0.3	11.75
6/13/2017 12:53	6/13/2017 13:02	1	3.3	1	N	2	11.5	0	0.5	0	0	0.3	12.3
8/24/2017 20:07	8/24/2017 20:14	1	1.1	1	N	1	6.5	0.5	0.5	1	0	0.3	8.8
01-11-17 23:04	01-11-17 23:12	5	1.25	1	N	1	7	0.5	0.5	1.66	0	0.3	9.96
11-03-17 9:38	11-03-17 10:00	5	2.25	1	N	1	15	0	0.5	1	0	0.3	16.8
6/20/2017 17:47	6/20/2017 17:53	2	0.6	1	N	1	5.5	1	0.5	1.82	0	0.3	9.12
7/20/2017 18:20	7/20/2017 19:01	1	9	1	N	1	33	1	0.5	8.1	5.76	0.3	48.66
